Precinct,race,Registered,Dem,GOP,Ind,d_pct,agg_d_pct,good_precinct,turnout
21097G102,house078,721,160,196,0,0.449438202247191,0.45562451045369645,FALSE,0.49375866851595007
21097H101,house078,881,204,269,0,0.4312896405919662,0.45562451045369645,FALSE,0.5368898978433598
21097H102,house078,705,176,209,0,0.45714285714285713,0.45562451045369645,TRUE,0.5460992907801419
21101A101,house007,682,185,221,0,0.45566502463054187,0.37012273747552416,TRUE,0.5953079178885631
21101A102,house011,595,137,168,0,0.4491803278688525,0.4837888033961263,FALSE,0.5126050420168067
21101A108,house011,1076,203,260,0,0.43844492440604754,0.4837888033961263,FALSE,0.43029739776951675
21101A110,house011,951,232,367,0,0.38731218697829717,0.4837888033961263,FALSE,0.629863301787592
21101A111,house011,697,185,221,0,0.45566502463054187,0.4837888033961263,FALSE,0.5824964131994261
21101A112,house011,675,186,225,0,0.45255474452554745,0.4837888033961263,FALSE,0.6088888888888889
21101A114,house011,1258,318,451,0,0.4135240572171652,0.4837888033961263,FALSE,0.6112877583465819
21101A116,house011,849,280,187,0,0.5995717344753747,0.4837888033961263,TRUE,0.5500588928150766
21101B101,house007,736,164,257,0,0.38954869358669836,0.37012273747552416,TRUE,0.5720108695652174
21101B102,house007,390,69,172,0,0.2863070539419087,0.37012273747552416,FALSE,0.617948717948718
21101B103,house011,801,208,291,0,0.4168336673346693,0.4837888033961263,FALSE,0.6229712858926342
21101B104,house007,722,163,321,0,0.3367768595041322,0.37012273747552416,FALSE,0.6703601108033241
21101B105,house011,675,166,265,0,0.3851508120649652,0.4837888033961263,FALSE,0.6385185185185185
21101B106,house011,903,287,223,0,0.5627450980392157,0.4837888033961263,TRUE,0.5647840531561462
21101B108,house011,638,200,189,0,0.5141388174807198,0.4837888033961263,TRUE,0.609717868338558
21101B109,house007,251,66,94,0,0.4125,0.37012273747552416,TRUE,0.6374501992031872
21101B110,house011,884,225,373,0,0.3762541806020067,0.4837888033961263,FALSE,0.6764705882352942
21101B111,house011,896,227,342,0,0.3989455184534271,0.4837888033961263,FALSE,0.6350446428571429
21101B112,house011,434,90,108,0,0.45454545454545453,0.4837888033961263,FALSE,0.45622119815668205
21101C101,house011,744,206,218,0,0.4858490566037736,0.4837888033961263,TRUE,0.5698924731182796
21101C102,house011,457,110,167,0,0.3971119133574007,0.4837888033961263,FALSE,0.6061269146608315
21101C103,house011,559,139,182,0,0.43302180685358255,0.4837888033961263,FALSE,0.5742397137745975
21101C104,house007,872,188,294,0,0.3900414937759336,0.37012273747552416,TRUE,0.5527522935779816
21101C105,house007,500,119,189,0,0.38636363636363635,0.37012273747552416,TRUE,0.616
21101C106,house011,438,96,151,0,0.38866396761133604,0.4837888033961263,FALSE,0.5639269406392694
21101C107,house011,960,256,240,0,0.5161290322580645,0.4837888033961263,TRUE,0.5166666666666667
21101C109,house011,788,210,200,0,0.5121951219512195,0.4837888033961263,TRUE,0.5203045685279187
21101C110,house007,396,89,156,0,0.363265306122449,0.37012273747552416,FALSE,0.6186868686868687
21101C111,house011,787,160,153,0,0.5111821086261981,0.4837888033961263,TRUE,0.397712833545108
21101D101,house011,697,232,152,0,0.6041666666666666,0.4837888033961263,TRUE,0.5509325681492109
21101D102,house011,591,194,72,0,0.7293233082706767,0.4837888033961263,TRUE,0.4500846023688663
21101D103,house011,881,206,148,0,0.5819209039548022,0.4837888033961263,TRUE,0.4018161180476731
21101D104,house011,939,217,122,0,0.640117994100295,0.4837888033961263,TRUE,0.3610223642172524
21101D106,house011,1058,277,171,0,0.6183035714285714,0.4837888033961263,TRUE,0.42344045368620037
21101D109,house011,923,209,194,0,0.5186104218362283,0.4837888033961263,TRUE,0.43661971830985913
21101D111,house011,1119,332,280,0,0.5424836601307189,0.4837888033961263,TRUE,0.546916890080429
21101E105,house011,1411,348,237,0,0.5948717948717949,0.4837888033961263,TRUE,0.4145995747696669
21101E106,house011,666,146,153,0,0.4882943143812709,0.4837888033961263,TRUE,0.44894894894894893
21101E107,house011,751,193,195,0,0.49742268041237114,0.4837888033961263,TRUE,0.5166444740346205
21101E108,house011,899,227,239,0,0.4871244635193133,0.4837888033961263,TRUE,0.5183537263626251
21101E109,house011,629,160,211,0,0.431266846361186,0.4837888033961263,FALSE,0.589825119236884
21101E110,house011,462,153,158,0,0.4919614147909968,0.4837888033961263,TRUE,0.6731601731601732
21101E111,house011,660,175,149,0,0.5401234567901234,0.4837888033961263,TRUE,0.4909090909090909
21101E112,house011,788,212,151,0,0.5840220385674931,0.4837888033961263,TRUE,0.4606598984771574
21101E113,house011,1055,260,242,0,0.5179282868525896,0.4837888033961263,TRUE,0.4758293838862559
21105A101,house001,376,79,131,0,0.3761904761904762,0.2980158928482183,TRUE,0.5585106382978723
21105A102,house001,686,159,192,0,0.452991452991453,0.2980158928482183,TRUE,0.5116618075801749
21105B101,house001,709,106,252,0,0.29608938547486036,0.2980158928482183,FALSE,0.5049365303244006
21105B102,house001,660,111,221,0,0.33433734939759036,0.2980158928482183,TRUE,0.503030303030303
21105C101,house001,514,98,222,0,0.30625,0.2980158928482183,TRUE,0.622568093385214
21105C102,house001,773,102,322,0,0.24056603773584906,0.2980158928482183,FALSE,0.5485122897800776
21107A001,house015,538,124,215,0,0.36578171091445427,0.4293484114162628,FALSE,0.6301115241635687
21107A002,house015,583,117,236,0,0.3314447592067989,0.4293484114162628,FALSE,0.6054888507718696
21107A003,house015,1313,255,506,0,0.33508541392904073,0.4293484114162628,FALSE,0.5795887281035796
21107A006,house015,608,136,198,0,0.40718562874251496,0.4293484114162628,FALSE,0.5493421052631579
21107A007,house015,813,129,296,0,0.3035294117647059,0.4293484114162628,FALSE,0.5227552275522755
21107B009,house015,737,143,270,0,0.34624697336561744,0.4293484114162628,FALSE,0.5603799185888738
21107B010,house015,446,96,165,0,0.367816091954023,0.4293484114162628,FALSE,0.5852017937219731
21107B011,house015,733,149,240,0,0.38303341902313626,0.4293484114162628,FALSE,0.5306957708049114
21107B012,house015,513,102,186,0,0.3541666666666667,0.4293484114162628,FALSE,0.5614035087719298
21107B013,house015,318,56,143,0,0.2814070351758794,0.4293484114162628,FALSE,0.6257861635220126
21107B014,house015,711,146,148,0,0.4965986394557823,0.4293484114162628,TRUE,0.41350210970464135
21107B015,house015,544,117,111,0,0.5131578947368421,0.4293484114162628,TRUE,0.41911764705882354
21107C016,house012,783,158,349,0,0.3116370808678501,0.3880115551275879,FALSE,0.6475095785440613
21107C017,house012,712,156,274,0,0.3627906976744186,0.3880115551275879,FALSE,0.6039325842696629
21107C018,house012,883,175,432,0,0.2883031301482702,0.3880115551275879,FALSE,0.6874292185730464
21107C019,house012,722,151,262,0,0.36561743341404357,0.3880115551275879,FALSE,0.5720221606648199
21107C020,house012,673,116,192,0,0.37662337662337664,0.3880115551275879,FALSE,0.4576523031203566
21107C021,house012,930,188,321,0,0.3693516699410609,0.3880115551275879,FALSE,0.5473118279569893
21107C022,house012,582,168,96,0,0.6363636363636364,0.3880115551275879,TRUE,0.4536082474226804
21107D023,house012,1117,175,500,0,0.25925925925925924,0.3880115551275879,FALSE,0.6042972247090421
21107D024,house012,873,191,387,0,0.3304498269896194,0.3880115551275879,FALSE,0.6620847651775487
21107D025,house012,851,230,143,0,0.6166219839142091,0.3880115551275879,TRUE,0.4383078730904818
21107D029,house012,286,55,78,0,0.41353383458646614,0.3880115551275879,TRUE,0.46503496503496505
21107E030,house012,633,96,287,0,0.2506527415143603,0.3880115551275879,FALSE,0.6050552922590837
21107E032,house012,447,65,193,0,0.25193798449612403,0.3880115551275879,FALSE,0.5771812080536913
21107E033,house012,888,164,384,0,0.29927007299270075,0.3880115551275879,FALSE,0.6171171171171171
21107F037,house012,276,57,117,0,0.3275862068965517,0.3880115551275879,FALSE,0.6304347826086957
21107F038,house012,1174,200,356,0,0.3597122302158273,0.3880115551275879,FALSE,0.4735945485519591
21107F041,house012,341,40,157,0,0.20304568527918782,0.3880115551275879,FALSE,0.5777126099706745
21107G044,house015,585,106,162,0,0.39552238805970147,0.4293484114162628,FALSE,0.4581196581196581
21107G045,house015,786,144,199,0,0.4198250728862974,0.4293484114162628,FALSE,0.43638676844783714
21107G046,house015,598,115,143,0,0.44573643410852715,0.4293484114162628,TRUE,0.431438127090301
21111A105,house028,1864,720,410,0,0.6371681415929203,0.5326947105372761,TRUE,0.6062231759656652
21111A107,house028,905,317,202,0,0.6107899807321773,0.5326947105372761,TRUE,0.5734806629834254
21111A108,house028,1548,499,375,0,0.5709382151029748,0.5326947105372761,TRUE,0.5645994832041343
21111A111,house028,1240,417,290,0,0.5898161244695899,0.5326947105372761,TRUE,0.5701612903225807
21111A113,house028,1267,460,344,0,0.572139303482587,0.5326947105372761,TRUE,0.6345698500394633
21111A114,house028,1155,370,281,0,0.5683563748079877,0.5326947105372761,TRUE,0.5636363636363636
21111A115,house028,1247,328,337,0,0.4932330827067669,0.5326947105372761,FALSE,0.5332798716920609
21111A118,house028,752,186,180,0,0.5081967213114754,0.5326947105372761,FALSE,0.4867021276595745
21111A119,house028,1087,310,298,0,0.5098684210526315,0.5326947105372761,FALSE,0.5593376264949402
21111A121,house028,1487,353,362,0,0.4937062937062937,0.5326947105372761,FALSE,0.4808338937457969
21111A123,house028,1548,515,305,0,0.6280487804878049,0.5326947105372761,TRUE,0.5297157622739018
21111A124,house028,1149,384,371,0,0.5086092715231788,0.5326947105372761,FALSE,0.6570931244560487
21111A125,house028,1129,395,392,0,0.5019059720457433,0.5326947105372761,FALSE,0.6970770593445527
21111A126,house028,1189,380,365,0,0.5100671140939598,0.5326947105372761,FALSE,0.6265769554247267
21111A127,house028,955,278,247,0,0.5295238095238095,0.5326947105372761,FALSE,0.5497382198952879
21111A128,house028,1142,296,286,0,0.5085910652920962,0.5326947105372761,FALSE,0.5096322241681261
21111A129,house028,1461,371,510,0,0.4211123723041998,0.5326947105372761,FALSE,0.6030116358658453
21111A130,house028,771,158,239,0,0.3979848866498741,0.5326947105372761,FALSE,0.5149156939040207
21111A131,house028,1244,378,315,0,0.5454545454545454,0.5326947105372761,TRUE,0.5570739549839229
21111A134,house028,1137,188,278,0,0.4034334763948498,0.5326947105372761,FALSE,0.4098504837291117
21111A135,house028,1103,317,258,0,0.551304347826087,0.5326947105372761,TRUE,0.5213055303717135
21111A136,house028,682,245,142,0,0.6330749354005168,0.5326947105372761,TRUE,0.5674486803519062
21111A139,house028,996,254,223,0,0.5324947589098532,0.5326947105372761,FALSE,0.4789156626506024
21111A140,house028,1655,489,435,0,0.5292207792207793,0.5326947105372761,FALSE,0.5583081570996978
21111A141,house028,66,6,7,0,0.46153846153846156,0.5326947105372761,FALSE,0.19696969696969696
21111A142,house028,378,98,111,0,0.4688995215311005,0.5326947105372761,FALSE,0.5529100529100529
21111A143,house028,15,1,9,0,0.1,0.5326947105372761,FALSE,0.6666666666666666
21111C101,house030,1143,568,80,0,0.8765432098765432,0.7678517352068318,TRUE,0.5669291338582677
21111C102,house030,718,357,96,0,0.7880794701986755,0.7678517352068318,TRUE,0.6309192200557103
21111C103,house030,1156,442,118,0,0.7892857142857143,0.7678517352068318,TRUE,0.4844290657439446
21111C104,house030,925,360,79,0,0.8200455580865603,0.7678517352068318,TRUE,0.4745945945945946
21111C105,house030,586,327,9,0,0.9732142857142857,0.7678517352068318,TRUE,0.5733788395904437
21111C106,house030,1868,795,181,0,0.8145491803278688,0.7678517352068318,TRUE,0.5224839400428265
21111C108,house030,1356,632,68,0,0.9028571428571428,0.7678517352068318,TRUE,0.5162241887905604
21111C109,house030,611,261,32,0,0.8907849829351536,0.7678517352068318,TRUE,0.4795417348608838
21111C110,house030,901,451,19,0,0.9595744680851064,0.7678517352068318,TRUE,0.5216426193118757
21111C111,house030,1487,823,31,0,0.9637002341920374,0.7678517352068318,TRUE,0.574310692669805
21111C113,house030,530,221,57,0,0.7949640287769785,0.7678517352068318,TRUE,0.5245283018867924
21111C115,house030,1622,722,179,0,0.8013318534961155,0.7678517352068318,TRUE,0.5554870530209618
21111C122,house030,866,361,152,0,0.7037037037037037,0.7678517352068318,FALSE,0.5923787528868361
21111C123,house030,636,236,128,0,0.6483516483516484,0.7678517352068318,FALSE,0.5723270440251572
21111C124,house030,1280,501,259,0,0.6592105263157895,0.7678517352068318,FALSE,0.59375
21111C125,house030,1073,417,76,0,0.845841784989858,0.7678517352068318,TRUE,0.4594594594594595
21111C126,house030,1412,540,100,0,0.84375,0.7678517352068318,TRUE,0.45325779036827196
21111C128,house030,223,95,55,0,0.6333333333333333,0.7678517352068318,FALSE,0.672645739910314
21111C129,house030,1499,646,202,0,0.7617924528301887,0.7678517352068318,FALSE,0.5657104736490994
21111C130,house030,94,41,14,0,0.7454545454545455,0.7678517352068318,FALSE,0.5851063829787234
21111C131,house030,587,231,119,0,0.66,0.7678517352068318,FALSE,0.596252129471891
21111C133,house030,1347,570,294,0,0.6597222222222222,0.7678517352068318,FALSE,0.6414253897550112
21111C134,house030,1038,395,204,0,0.659432387312187,0.7678517352068318,FALSE,0.5770712909441233
21111C135,house030,1009,375,199,0,0.6533101045296167,0.7678517352068318,FALSE,0.5688800792864221
21111C136,house030,670,262,131,0,0.6666666666666666,0.7678517352068318,FALSE,0.5865671641791045
21111C137,house030,922,374,194,0,0.6584507042253521,0.7678517352068318,FALSE,0.6160520607375272
21111C138,house030,609,264,127,0,0.6751918158567775,0.7678517352068318,FALSE,0.6420361247947455
21111C139,house030,39,10,11,0,0.47619047619047616,0.7678517352068318,FALSE,0.5384615384615384
21111C141,house030,809,295,122,0,0.7074340527577938,0.7678517352068318,FALSE,0.515451174289246
21111C142,house030,799,393,102,0,0.793939393939394,0.7678517352068318,TRUE,0.6195244055068836
21111C143,house030,215,67,61,0,0.5234375,0.7678517352068318,FALSE,0.5953488372093023
21111C144,house030,108,32,34,0,0.48484848484848486,0.7678517352068318,FALSE,0.6111111111111112
21111C145,house030,267,97,64,0,0.6024844720496895,0.7678517352068318,FALSE,0.602996254681648
21111C147,house030,3,1,0,0,1,0.7678517352068318,TRUE,0.3333333333333333
21111C148,house030,47,19,11,0,0.6333333333333333,0.7678517352068318,FALSE,0.6382978723404256
21111C149,house030,15,2,8,0,0.2,0.7678517352068318,FALSE,0.6666666666666666
21111C150,house030,11,3,6,0,0.3333333333333333,0.7678517352068318,FALSE,0.8181818181818182
21111C151,house030,31,16,7,0,0.6956521739130435,0.7678517352068318,FALSE,0.7419354838709677
21111D101,house031,894,258,176,0,0.5944700460829493,0.5788666954064281,TRUE,0.4854586129753915
21111D104,house031,887,322,209,0,0.6064030131826742,0.5788666954064281,TRUE,0.5986471251409244
21111D106,house031,974,324,280,0,0.5364238410596026,0.5788666954064281,FALSE,0.6201232032854209
21111D108,house031,1207,434,347,0,0.5556978233034571,0.5788666954064281,FALSE,0.6470588235294118
21111D109,house031,540,198,113,0,0.6366559485530546,0.5788666954064281,TRUE,0.575925925925926
21111D110,house031,944,356,170,0,0.6768060836501901,0.5788666954064281,TRUE,0.5572033898305084
21111D113,house031,845,391,111,0,0.7788844621513944,0.5788666954064281,TRUE,0.5940828402366863
21111D114,house031,1009,384,311,0,0.5525179856115108,0.5788666954064281,FALSE,0.688800792864222
21111D115,house031,1612,528,358,0,0.5959367945823928,0.5788666954064281,TRUE,0.5496277915632755
21111D116,house031,1512,530,419,0,0.5584826132771338,0.5788666954064281,FALSE,0.6276455026455027
21111D117,house031,988,359,283,0,0.559190031152648,0.5788666954064281,FALSE,0.6497975708502024
21111D120,house031,1929,597,364,0,0.6212278876170656,0.5788666954064281,TRUE,0.49818558838776567
21111D121,house031,913,321,261,0,0.5515463917525774,0.5788666954064281,FALSE,0.6374589266155531
21111D122,house031,1204,381,331,0,0.5351123595505618,0.5788666954064281,FALSE,0.5913621262458472
21111D126,house031,1765,604,458,0,0.568738229755179,0.5788666954064281,FALSE,0.601699716713881
21111D129,house031,677,202,155,0,0.5658263305322129,0.5788666954064281,FALSE,0.5273264401772526
21111D130,house031,1006,384,266,0,0.5907692307692308,0.5788666954064281,TRUE,0.6461232604373758
21111D131,house031,663,270,162,0,0.625,0.5788666954064281,TRUE,0.6515837104072398
21111D132,house031,1853,738,445,0,0.6238377007607777,0.5788666954064281,TRUE,0.6384241770102537
21111D135,house031,1031,356,202,0,0.6379928315412187,0.5788666954064281,TRUE,0.5412221144519883
21111D136,house031,1475,553,395,0,0.5833333333333334,0.5788666954064281,TRUE,0.6427118644067796
21111D137,house031,872,299,285,0,0.511986301369863,0.5788666954064281,FALSE,0.6697247706422018
21111D138,house031,1849,633,481,0,0.5682226211849192,0.5788666954064281,FALSE,0.6024878312601406
21111D139,house031,1605,517,431,0,0.5453586497890295,0.5788666954064281,FALSE,0.5906542056074766
21111D140,house031,1349,502,359,0,0.5830429732868757,0.5788666954064281,TRUE,0.6382505559673832
21111D141,house031,920,319,318,0,0.5007849293563579,0.5788666954064281,FALSE,0.6923913043478261
21111D142,house031,1083,369,347,0,0.5153631284916201,0.5788666954064281,FALSE,0.6611265004616805
21111D144,house031,599,212,155,0,0.5776566757493188,0.5788666954064281,FALSE,0.6126878130217028
21111D145,house031,428,169,152,0,0.5264797507788161,0.5788666954064281,FALSE,0.75
21111F106,house033,987,281,300,0,0.4836488812392427,0.4438809608051264,TRUE,0.5886524822695035
21111F145,house033,1741,427,582,0,0.423191278493558,0.4438809608051264,FALSE,0.5795519816197587
21111F151,house033,1594,421,594,0,0.4147783251231527,0.4438809608051264,FALSE,0.636762860727729
21111F152,house033,1412,399,578,0,0.4083930399181167,0.4438809608051264,FALSE,0.6919263456090652
21111F153,house033,1374,393,436,0,0.47406513872135103,0.4438809608051264,TRUE,0.6033478893740902
21111F154,house033,1079,260,430,0,0.37681159420289856,0.4438809608051264,FALSE,0.6394810009267841
21111F155,house033,588,122,235,0,0.34173669467787116,0.4438809608051264,FALSE,0.6071428571428571
21111F156,house033,1500,398,524,0,0.4316702819956616,0.4438809608051264,FALSE,0.6146666666666667
21111F158,house033,421,102,169,0,0.3763837638376384,0.4438809608051264,FALSE,0.6437054631828979
21111F161,house033,805,217,354,0,0.38003502626970226,0.4438809608051264,FALSE,0.7093167701863354
21111F163,house033,991,241,389,0,0.3825396825396825,0.4438809608051264,FALSE,0.6357214934409687
21111F164,house033,0,195,518,0,0.27349228611500703,0.4438809608051264,FALSE,NA
21111F166,house033,859,234,351,0,0.4,0.4438809608051264,FALSE,0.681024447031432
21111F167,house033,985,333,262,0,0.5596638655462185,0.4438809608051264,TRUE,0.6040609137055838
21111F169,house033,544,185,157,0,0.5409356725146199,0.4438809608051264,TRUE,0.6286764705882353
21111F170,house033,860,226,161,0,0.5839793281653747,0.4438809608051264,TRUE,0.45
21111F171,house033,955,218,425,0,0.3390357698289269,0.4438809608051264,FALSE,0.6732984293193718
21111F172,house033,915,299,347,0,0.4628482972136223,0.4438809608051264,TRUE,0.7060109289617487
21111F176,house033,897,246,369,0,0.4,0.4438809608051264,FALSE,0.68561872909699
21111F179,house033,1190,328,389,0,0.45746164574616455,0.4438809608051264,TRUE,0.6025210084033613
21111F180,house033,1942,486,484,0,0.5010309278350515,0.4438809608051264,TRUE,0.49948506694129763
21111F181,house033,1663,546,423,0,0.5634674922600619,0.4438809608051264,TRUE,0.5826819001803969
21111F182,house033,1737,586,496,0,0.5415896487985212,0.4438809608051264,TRUE,0.6229130685089235
21111F183,house033,565,102,244,0,0.2947976878612717,0.4438809608051264,FALSE,0.6123893805309735
21111F184,house033,1106,272,444,0,0.37988826815642457,0.4438809608051264,FALSE,0.6473779385171791
21111F185,house033,1355,483,274,0,0.6380449141347424,0.4438809608051264,TRUE,0.5586715867158671
21111F186,house033,1720,680,365,0,0.6507177033492823,0.4438809608051264,TRUE,0.6075581395348837
21111F187,house033,972,369,271,0,0.5765625,0.4438809608051264,TRUE,0.6584362139917695
21111I107,house037,1293,406,203,0,0.6666666666666666,0.5200647704871867,TRUE,0.4709976798143852
21111I109,house037,748,262,110,0,0.7043010752688172,0.5200647704871867,TRUE,0.49732620320855614
21111I110,house037,327,98,78,0,0.5568181818181818,0.5200647704871867,TRUE,0.5382262996941896
21111I111,house037,1525,524,288,0,0.645320197044335,0.5200647704871867,TRUE,0.5324590163934426
21111I112,house037,1307,399,289,0,0.5799418604651163,0.5200647704871867,TRUE,0.5263963274674828
21111I115,house037,1041,313,75,0,0.8067010309278351,0.5200647704871867,TRUE,0.37271853986551395
21111I120,house037,596,189,130,0,0.5924764890282131,0.5200647704871867,TRUE,0.535234899328859
21111I122,house037,525,143,173,0,0.4525316455696203,0.5200647704871867,FALSE,0.6019047619047619
21111I123,house037,1636,549,409,0,0.5730688935281837,0.5200647704871867,TRUE,0.5855745721271394
21111I124,house037,947,213,150,0,0.5867768595041323,0.5200647704871867,TRUE,0.3833157338965153
21111I125,house037,628,214,102,0,0.6772151898734177,0.5200647704871867,TRUE,0.5031847133757962
21111I126,house037,1148,282,335,0,0.45705024311183146,0.5200647704871867,FALSE,0.5374564459930313
21111I130,house037,802,149,189,0,0.4408284023668639,0.5200647704871867,FALSE,0.42144638403990026
21111I133,house037,1714,432,585,0,0.4247787610619469,0.5200647704871867,FALSE,0.5933488914819136
21111I135,house037,582,158,173,0,0.4773413897280967,0.5200647704871867,FALSE,0.5687285223367697
21111I138,house037,19,1,0,0,1,0.5200647704871867,TRUE,0.05263157894736842
21111I140,house037,173,39,30,0,0.5652173913043478,0.5200647704871867,TRUE,0.3988439306358382
21111I141,house037,1298,335,341,0,0.49556213017751477,0.5200647704871867,FALSE,0.5208012326656395
21111I142,house037,4,0,1,0,0,0.5200647704871867,FALSE,0.25
21111I143,house037,143,33,26,0,0.559322033898305,0.5200647704871867,TRUE,0.4125874125874126
21111I144,house037,109,26,50,0,0.34210526315789475,0.5200647704871867,FALSE,0.6972477064220184
21111I145,house037,448,83,72,0,0.535483870967742,0.5200647704871867,TRUE,0.34598214285714285
21111I146,house037,1078,261,351,0,0.4264705882352941,0.5200647704871867,FALSE,0.5677179962894249
21111I147,house037,59,19,21,0,0.475,0.5200647704871867,FALSE,0.6779661016949152
21111I148,house037,414,135,166,0,0.4485049833887043,0.5200647704871867,FALSE,0.7270531400966184
21111I150,house037,247,44,21,0,0.676923076923077,0.5200647704871867,TRUE,0.2631578947368421
21111I151,house037,1229,322,377,0,0.46065808297567956,0.5200647704871867,FALSE,0.5687550854353133
21111I152,house037,1465,335,519,0,0.39227166276346603,0.5200647704871867,FALSE,0.5829351535836177
21111I153,house037,1972,563,568,0,0.497789566755084,0.5200647704871867,FALSE,0.5735294117647058
21111I154,house037,1569,491,554,0,0.46985645933014353,0.5200647704871867,FALSE,0.6660293180369662
21111I155,house037,73,15,19,0,0.4411764705882353,0.5200647704871867,FALSE,0.4657534246575342
21111I156,house037,490,138,165,0,0.45544554455445546,0.5200647704871867,FALSE,0.6183673469387755
21111J101,house038,1241,385,195,0,0.6637931034482759,0.5086674252058095,TRUE,0.467365028203062
21111J104,house038,1570,471,244,0,0.6587412587412588,0.5086674252058095,TRUE,0.4554140127388535
21111J105,house038,597,193,161,0,0.5451977401129944,0.5086674252058095,TRUE,0.592964824120603
21111J107,house038,1128,289,140,0,0.6736596736596736,0.5086674252058095,TRUE,0.3803191489361702
21111J108,house038,1386,465,295,0,0.6118421052631579,0.5086674252058095,TRUE,0.5483405483405484
21111J111,house038,1040,327,173,0,0.654,0.5086674252058095,TRUE,0.4807692307692308
21111J113,house038,1261,394,390,0,0.5025510204081632,0.5086674252058095,FALSE,0.6217287866772403
21111J114,house038,1535,433,396,0,0.5223160434258143,0.5086674252058095,TRUE,0.5400651465798045
21111J117,house038,738,222,213,0,0.5103448275862069,0.5086674252058095,TRUE,0.5894308943089431
21111J119,house038,816,249,285,0,0.46629213483146065,0.5086674252058095,FALSE,0.6544117647058824
21111J120,house038,1213,312,364,0,0.46153846153846156,0.5086674252058095,FALSE,0.5572959604286892
21111J122,house038,1077,324,280,0,0.5364238410596026,0.5086674252058095,TRUE,0.5608170844939647
21111J123,house038,659,158,203,0,0.4376731301939058,0.5086674252058095,FALSE,0.5477996965098634
21111J130,house038,495,126,77,0,0.6206896551724138,0.5086674252058095,TRUE,0.4101010101010101
21111J135,house038,1146,259,431,0,0.3753623188405797,0.5086674252058095,FALSE,0.6020942408376964
21111J137,house038,1050,202,400,0,0.33554817275747506,0.5086674252058095,FALSE,0.5733333333333334
21111J138,house038,406,79,97,0,0.44886363636363635,0.5086674252058095,FALSE,0.43349753694581283
21111J140,house038,420,132,92,0,0.5892857142857143,0.5086674252058095,TRUE,0.5333333333333333
21111J141,house038,910,159,297,0,0.34868421052631576,0.5086674252058095,FALSE,0.5010989010989011
21111J142,house038,7,2,4,0,0.3333333333333333,0.5086674252058095,FALSE,0.8571428571428571
21111J143,house038,129,24,52,0,0.3157894736842105,0.5086674252058095,FALSE,0.5891472868217055
21111J144,house038,860,201,413,0,0.3273615635179153,0.5086674252058095,FALSE,0.713953488372093
21111J145,house038,1089,238,490,0,0.3269230769230769,0.5086674252058095,FALSE,0.6685032139577594
21111J147,house038,1290,367,224,0,0.6209813874788495,0.5086674252058095,TRUE,0.45813953488372094
21111J148,house038,1126,378,282,0,0.5727272727272728,0.5086674252058095,TRUE,0.5861456483126111
21111J149,house038,1151,395,122,0,0.7640232108317214,0.5086674252058095,TRUE,0.44917463075586445
21111J150,house038,658,213,178,0,0.5447570332480819,0.5086674252058095,TRUE,0.5942249240121581
21111J151,house038,30,7,5,0,0.5833333333333334,0.5086674252058095,TRUE,0.4
21111J152,house038,949,175,296,0,0.37154989384288745,0.5086674252058095,FALSE,0.49631190727081137
21111J153,house038,435,104,135,0,0.4351464435146444,0.5086674252058095,FALSE,0.5494252873563218
21111J155,house038,365,80,155,0,0.3404255319148936,0.5086674252058095,FALSE,0.6438356164383562
21111K104,house040,849,288,119,0,0.7076167076167076,0.7354744136460555,FALSE,0.4793875147232038
21111K105,house040,1838,642,125,0,0.8370273794002607,0.7354744136460555,TRUE,0.4173014145810664
21111K110,house040,775,320,55,0,0.8533333333333334,0.7354744136460555,TRUE,0.4838709677419355
21111K111,house040,643,207,52,0,0.7992277992277992,0.7354744136460555,TRUE,0.40279937791601866
21111K112,house040,752,256,68,0,0.7901234567901234,0.7354744136460555,TRUE,0.4308510638297872
21111K113,house040,434,200,38,0,0.8403361344537815,0.7354744136460555,TRUE,0.5483870967741935
21111K114,house040,1129,390,119,0,0.7662082514734774,0.7354744136460555,TRUE,0.4508414526129318
21111K116,house040,177,59,26,0,0.6941176470588235,0.7354744136460555,FALSE,0.480225988700565
21111K117,house040,1158,373,146,0,0.7186897880539499,0.7354744136460555,FALSE,0.4481865284974093
21111K118,house040,901,464,27,0,0.945010183299389,0.7354744136460555,TRUE,0.5449500554938956
21111K119,house040,861,381,160,0,0.7042513863216266,0.7354744136460555,FALSE,0.6283391405342624
21111K122,house040,1238,572,89,0,0.8653555219364599,0.7354744136460555,TRUE,0.5339256865912763
21111K123,house040,1447,682,76,0,0.899736147757256,0.7354744136460555,TRUE,0.5238424326192122
21111K125,house040,489,156,39,0,0.8,0.7354744136460555,TRUE,0.3987730061349693
21111K126,house040,602,243,47,0,0.8379310344827586,0.7354744136460555,TRUE,0.48172757475083056
21111K127,house040,1356,444,276,0,0.6166666666666667,0.7354744136460555,FALSE,0.5309734513274337
21111K128,house040,981,311,202,0,0.6062378167641326,0.7354744136460555,FALSE,0.5229357798165137
21111K129,house040,965,433,108,0,0.800369685767098,0.7354744136460555,TRUE,0.5606217616580311
21111K130,house040,698,384,54,0,0.8767123287671232,0.7354744136460555,TRUE,0.6275071633237822
21111K131,house040,927,370,100,0,0.7872340425531915,0.7354744136460555,TRUE,0.5070118662351673
21111K132,house040,482,136,104,0,0.5666666666666667,0.7354744136460555,FALSE,0.4979253112033195
